Gene_Name	Num_Events	APA_ID	Transcript	Gene	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	simB5.PAU	simB4.PAU	simB3.PAU	simB2.PAU	simB1.PAU	simA5.PAU	simA4.PAU	simA3.PAU	simA2.PAU	simA1.PAU
CYP26B1	2	ENSG00000003137.9_2_P	L00000001146.7	ENSG00000003137.9	chr2	72129237	72132619	-	72129237	72132226	2989	33.946	39.301	47.732	30.714	44.676	42.646	38.522	38.689	41.335	42.76
CYP27C1	2	ENSG00000186684.14_1_D	L00000664447.2	ENSG00000186684.14	chr2	127182831	127187387	-	127182831	127187270	4439	35.84	32.994	32.95	35.82	34.677	83.617	71.356	89.83	79.689	84.729
CYP27C1	2	ENSG00000186684.14_2_P	L00000664447.2	ENSG00000186684.14	chr2	127183831	127187387	-	127183831	127187270	3439	64.16	67.006	67.05	64.18	65.323	16.383	28.644	10.17	20.311	15.271
CYP2B6	2	ENSG00000197408.10_1_P	L00000324071.10	ENSG00000197408.10	chr19	41016645	41018398	+	41016827	41018398	1571	43.072	46.006	41.956	42.783	53.577	48.415	47.822	44.089	49.353	48.674
CYP2B6	2	ENSG00000197408.10_2_D	L00000324071.10	ENSG00000197408.10	chr19	41016645	41019398	+	41016827	41019398	2571	56.928	53.994	58.044	57.217	46.423	51.585	52.178	55.911	50.647	51.326
CYP2C8	2	ENSG00000138115.15_1_D	L00000623108.3	ENSG00000138115.15	chr10	95035771	95037309	-	95035771	95037127	1356	17.124	29.63	21.529	19.852	19.93	55.255	53.652	56.273	51.701	54.25
CYP2C8	2	ENSG00000138115.15_2_P	L00000623108.3	ENSG00000138115.15	chr10	95036771	95037309	-	95036771	95037127	356	82.876	70.37	78.471	80.148	80.07	44.745	46.348	43.727	48.299	45.75
CYP2F1	2	ENSG00000197446.9_1_P	L00000331105.7	ENSG00000197446.9	chr19	41127900	41128381	+	41128082	41128381	299	55.349	53.725	53.654	55.432	53.716	85.693	84.869	86.831	86.769	87.567
CYP2F1	2	ENSG00000197446.9_2_D	L00000331105.7	ENSG00000197446.9	chr19	41127900	41129381	+	41128082	41129381	1299	44.651	46.275	46.346	44.568	46.284	14.307	15.131	13.169	13.231	12.433
CYP2J2	2	ENSG00000134716.11_1_D	L00000371204.4	ENSG00000134716.11	chr1	59892307	59893829	-	59892307	59893650	1343	32.161	31.564	34.953	29.112	29.213	30.297	29.264	32.861	34.023	36.427
CYP2J2	2	ENSG00000134716.11_2_P	L00000371204.4	ENSG00000134716.11	chr1	59893307	59893829	-	59893307	59893650	343	67.839	68.436	65.047	70.888	70.787	69.703	70.736	67.139	65.977	63.573
CYP2R1	2	ENSG00000186104.11_1_D	L00000334636.10	ENSG00000186104.11	chr11	14876439	14878297	-	14876439	14878121	1682	63.614	66.925	65.501	64.477	61.421	19.636	20.928	20.989	22.62	22.27
CYP2R1	2	ENSG00000186104.11_2_P	L00000334636.10	ENSG00000186104.11	chr11	14877439	14878297	-	14877439	14878121	682	36.386	33.075	34.499	35.523	38.579	80.364	79.072	79.011	77.38	77.73
CYP2U1	2	ENSG00000155016.18_1_P	L00000332884.11	ENSG00000155016.18	chr4	107950244	107953461	+	107950423	107953461	3038	83.239	87.205	82.373	82.223	88.893	13.506	18.94	18.661	16.43	15.45
CYP2U1	2	ENSG00000155016.18_2_D	L00000332884.11	ENSG00000155016.18	chr4	107950244	107954461	+	107950423	107954461	4038	16.761	12.795	17.627	17.777	11.107	86.494	81.06	81.339	83.57	84.55
CYP2W1	2	ENSG00000073067.14_1_P	L00000340150.10	ENSG00000073067.14	chr7	988276	989640	+	988528	989640	1112	49.215	50.716	47.344	45.232	50.778	48.753	46.325	53.589	46.653	44.491
CYP2W1	2	ENSG00000073067.14_2_D	L00000340150.10	ENSG00000073067.14	chr7	988276	990640	+	988528	990640	2112	50.785	49.284	52.656	54.768	49.222	51.247	53.675	46.411	53.347	55.509
CYP4A22	2	ENSG00000162365.12_1_P	L00000371891.8	ENSG00000162365.12	chr1	47148601	47149727	+	47148797	47149727	930	22.676	23.551	26.106	24.497	24.773	65.073	65.423	65.424	62.812	66.257
CYP4A22	2	ENSG00000162365.12_2_D	L00000371891.8	ENSG00000162365.12	chr1	47148601	47150727	+	47148797	47150727	1930	77.324	76.449	73.894	75.503	75.227	34.927	34.577	34.576	37.188	33.743
CYP4X1	2	ENSG00000186377.8_1_P	L00000371901.4	ENSG00000186377.8	chr1	47049999	47050751	+	47050174	47050751	577	45.704	45.886	46.472	51.349	47.303	83.526	84.47	85.529	84.843	85.791
CYP4X1	2	ENSG00000186377.8_2_D	L00000371901.4	ENSG00000186377.8	chr1	47049999	47051751	+	47050174	47051751	1577	54.296	54.114	53.528	48.651	52.697	16.474	15.53	14.471	15.157	14.209
CYP4Z1	2	ENSG00000186160.5_1_P	L00000334194.4	ENSG00000186160.5	chr1	47117765	47118318	+	47117934	47118318	384	69.593	71.17	72.233	68.913	70.356	67.536	68.954	72.045	72.032	68.519
CYP4Z1	2	ENSG00000186160.5_2_D	L00000334194.4	ENSG00000186160.5	chr1	47117765	47119318	+	47117934	47119318	1384	30.407	28.83	27.767	31.087	29.644	32.464	31.046	27.955	27.968	31.481
CYP7A1	2	ENSG00000167910.4_1_D	L00000301645.4	ENSG00000167910.4	chr8	58489177	58491774	-	58489177	58491474	2297	86.621	80.412	82.996	83.924	84.197	28.193	28.12	31.983	28.477	26.667
CYP7A1	2	ENSG00000167910.4_2_P	L00000301645.4	ENSG00000167910.4	chr8	58490177	58491774	-	58490177	58491474	1297	13.379	19.588	17.004	16.076	15.803	71.807	71.88	68.017	71.523	73.333
CYP8B1	2	ENSG00000180432.6_1_D	L00000316161.6	ENSG00000180432.6	chr3	42871191	42875879	-	42871191	42874310	3119	65.15	60.458	59.611	60.369	52.79	59.349	67.859	61.376	63.828	50.245
CYP8B1	2	ENSG00000180432.6_2_P	L00000316161.6	ENSG00000180432.6	chr3	42872191	42875879	-	42872191	42874310	2119	34.85	39.542	40.389	39.631	47.21	40.651	32.141	38.624	36.172	49.755
CYRIB	2	ENSG00000153310.19_1_D	L00000519824.6	ENSG00000153310.19	chr8	129838592	129842205	-	129838592	129842141	3549	79.738	87.09	85.009	76.779	77.197	34.61	31.835	33.015	29.711	28.905
CYRIB	2	ENSG00000153310.19_2_P	L00000519824.6	ENSG00000153310.19	chr8	129839592	129842205	-	129839592	129842141	2549	20.262	12.91	14.991	23.221	22.803	65.39	68.165	66.985	70.289	71.095
CYS1	2	ENSG00000205795.4_1_D	L00000381813.4	ENSG00000205795.4	chr2	10055779	10058958	-	10055779	10058852	3073	59.415	60.359	63.723	59.47	59.161	59.357	59.759	52.707	69.804	59.441
CYS1	2	ENSG00000205795.4_2_P	L00000381813.4	ENSG00000205795.4	chr2	10056779	10058958	-	10056779	10058852	2073	40.585	39.641	36.277	40.53	40.839	40.643	40.241	47.293	30.196	40.559
CYSLTR1	2	ENSG00000173198.6_1_D	L00000373304.4	ENSG00000173198.6	chrX	78270467	78273773	-	78270467	78272732	2265	55.115	57.614	53.626	58.314	61.878	56.491	54.739	56.31	56.393	57.048
CYSLTR1	2	ENSG00000173198.6_2_P	L00000373304.4	ENSG00000173198.6	chrX	78271467	78273773	-	78271467	78272732	1265	44.885	42.386	46.374	41.686	38.122	43.509	45.261	43.69	43.607	42.952
CYTH3	2	ENSG00000008256.16_1_D	L00000396741.3	ENSG00000008256.16	chr7	6160775	6165016	-	6160775	6164943	4168	89.503	90.324	93.331	89.282	88.831	16.723	19.088	18.943	19.245	21.655
CYTH3	2	ENSG00000008256.16_2_P	L00000396741.3	ENSG00000008256.16	chr7	6161775	6165016	-	6161775	6164943	3168	10.497	9.676	6.669	10.718	11.169	83.277	80.912	81.057	80.755	78.345
CYTIP	2	ENSG00000115165.10_1_D	L00000264192.8	ENSG00000115165.10	chr2	157413618	157416143	-	157413618	157415676	2058	54.739	65.324	48.587	46.943	46.775	54.864	50.625	56.121	51.249	53.61
CYTIP	2	ENSG00000115165.10_2_P	L00000264192.8	ENSG00000115165.10	chr2	157414618	157416143	-	157414618	157415676	1058	45.261	34.676	51.413	53.057	53.225	45.136	49.375	43.879	48.751	46.39
CYTL1	2	ENSG00000170891.11_1_D	L00000307746.9	ENSG00000170891.11	chr4	5013585	5015234	-	5013585	5015150	1565	23.045	19.146	15.907	27.557	15.604	59.363	59.838	58.346	58.189	59.564
CYTL1	2	ENSG00000170891.11_2_P	L00000307746.9	ENSG00000170891.11	chr4	5014585	5015234	-	5014585	5015150	565	76.955	80.854	84.093	72.443	84.396	40.637	40.162	41.654	41.811	40.436
DACH1	2	ENSG00000276644.5_1_D	L00000613252.5	ENSG00000276644.5	chr13	71436965	71440692	-	71436965	71440654	3689	55.998	49.498	53.094	56.771	52.629	54.396	58.009	58.973	59.542	51.726
DACH1	2	ENSG00000276644.5_2_P	L00000613252.5	ENSG00000276644.5	chr13	71437965	71440692	-	71437965	71440654	2689	44.002	50.502	46.906	43.229	47.371	45.604	41.991	41.027	40.458	48.274
DACT2	2	ENSG00000164488.12_1_D	L00000366795.4	ENSG00000164488.12	chr6	168305903	168309098	-	168305903	168307431	1528	87.652	86.634	82.254	100	100	37.366	36.123	35.507	37.378	36.436
DACT2	2	ENSG00000164488.12_2_P	L00000366795.4	ENSG00000164488.12	chr6	168306903	168309098	-	168306903	168307431	528	12.348	13.366	17.746	0	0	62.634	63.877	64.493	62.622	63.564
DAG1	2	ENSG00000173402.12_1_P	L00000545947.5	ENSG00000173402.12	chr3	49530796	49535618	+	49533199	49535618	2419	38.985	43.362	46.01	45.132	45.338	43.822	44.652	47.226	49.676	42.82
DAG1	2	ENSG00000173402.12_2_D	L00000545947.5	ENSG00000173402.12	chr3	49530796	49536618	+	49533199	49536618	3419	61.015	56.638	53.99	54.868	54.662	56.178	55.348	52.774	50.324	57.18
DAOA	2	ENSG00000182346.21_1_P	L00000329625.9	ENSG00000182346.21	chr13	105489900	105490987	+	105490081	105490987	906	45.033	41.388	44.659	41.001	49.971	43.246	44.078	46.966	44.975	42.558
DAOA	2	ENSG00000182346.21_2_D	L00000329625.9	ENSG00000182346.21	chr13	105489900	105491987	+	105490081	105491987	1906	54.967	58.612	55.341	58.999	50.029	56.754	55.922	53.034	55.025	57.442
DAPL1	2	ENSG00000163331.12_1_P	L00000621326.4	ENSG00000163331.12	chr2	158815704	158815993	+	158815783	158815993	210	69.366	72.438	71.895	69.564	68.545	72.218	73.601	70.976	70.977	68.335
DAPL1	2	ENSG00000163331.12_2_D	L00000621326.4	ENSG00000163331.12	chr2	158815704	158816993	+	158815783	158816993	1210	30.634	27.562	28.105	30.436	31.455	27.782	26.399	29.024	29.023	31.665
DAZAP2	2	ENSG00000183283.16_1_P	L00000449723.7	ENSG00000183283.16	chr12	51242329	51243931	+	51242458	51243931	1473	67.054	63.87	69.486	62.358	63.065	16.842	17.526	17.862	20.216	17.734
DAZAP2	2	ENSG00000183283.16_2_D	L00000449723.7	ENSG00000183283.16	chr12	51242329	51244931	+	51242458	51244931	2473	32.946	36.13	30.514	37.642	36.935	83.158	82.474	82.138	79.784	82.266
DBF4B	2	ENSG00000161692.18_1_P	L00000315005.8	ENSG00000161692.18	chr17	44750594	44752264	+	44751253	44752264	1011	80.857	81.254	80.853	81.237	80.736	25.069	32.703	33.244	28.539	32.581
DBF4B	2	ENSG00000161692.18_2_D	L00000315005.8	ENSG00000161692.18	chr17	44750594	44753264	+	44751253	44753264	2011	19.143	18.746	19.147	18.763	19.264	74.931	67.297	66.756	71.461	67.419
DBH	2	ENSG00000123454.12_1_P	L00000393056.8	ENSG00000123454.12	chr9	133658315	133659329	+	133658447	133659329	882	73.677	73.311	71.098	77.069	73.129	18.375	17.917	19.949	19.819	18.886
DBH	2	ENSG00000123454.12_2_D	L00000393056.8	ENSG00000123454.12	chr9	133658315	133660329	+	133658447	133660329	1882	26.323	26.689	28.902	22.931	26.871	81.625	82.083	80.051	80.181	81.114
DCAF12	2	ENSG00000198876.13_1_D	L00000361264.9	ENSG00000198876.13	chr9	34085386	34088508	-	34085386	34088349	2963	56.928	58.746	60.104	57.486	54.814	53.265	57.186	43.629	55.3	57.525
DCAF12	2	ENSG00000198876.13_2_P	L00000361264.9	ENSG00000198876.13	chr9	34086386	34088508	-	34086386	34088349	1963	43.072	41.254	39.896	42.514	45.186	46.735	42.814	56.371	44.7	42.475
DCAF4L2	2	ENSG00000176566.5_1_D	L00000319675.5	ENSG00000176566.5	chr8	87869746	87874015	-	87869746	87872783	3037	82.832	68.924	72.109	85.378	85.012	9.512	16.097	15.772	14.015	14.364
DCAF4L2	2	ENSG00000176566.5_2_P	L00000319675.5	ENSG00000176566.5	chr8	87870746	87874015	-	87870746	87872783	2037	17.168	31.076	27.891	14.622	14.988	90.488	83.903	84.228	85.985	85.636
DCAF5	2	ENSG00000139990.18_1_D	L00000341516.10	ENSG00000139990.18	chr14	69049880	69055611	-	69049880	69053856	3976	83.725	85.361	84.507	82.23	83.194	18.382	26.275	22.26	23.616	24.701
DCAF5	2	ENSG00000139990.18_2_P	L00000341516.10	ENSG00000139990.18	chr14	69050880	69055611	-	69050880	69053856	2976	16.275	14.639	15.493	17.77	16.806	81.618	73.725	77.74	76.384	75.299
DCAF8L2	1	ENSG00000189186.10_1_S	L00000451261.6	ENSG00000189186.10	chrX	27746837	27749791	+	27748791	27749791	1000	100	100	100	100	100	100	100	100	100	100
DCBLD2	2	ENSG00000057019.16_1_D	L00000326840.11	ENSG00000057019.16	chr3	98794940	98799841	-	98794940	98799371	4431	50.74	57.835	56.768	56.834	44.096	59.343	55.424	58.077	58.823	56.378
DCBLD2	2	ENSG00000057019.16_2_P	L00000326840.11	ENSG00000057019.16	chr3	98795940	98799841	-	98795940	98799371	3431	49.26	42.165	43.232	43.166	55.904	40.657	44.576	41.923	41.177	43.622
DCHS2	2	ENSG00000197410.14_1_D	L00000357232.10	ENSG00000197410.14	chr4	154230741	154237159	-	154230741	154234535	3794	60.113	58.169	56.953	55.677	58.063	59.432	58.172	57.516	53.851	52.576
DCHS2	2	ENSG00000197410.14_2_P	L00000357232.10	ENSG00000197410.14	chr4	154231741	154237159	-	154231741	154234535	2794	39.887	41.831	43.047	44.323	41.937	40.568	41.828	42.484	46.149	47.424
DCLK2	2	ENSG00000170390.16_1_P	L00000296550.12	ENSG00000170390.16	chr4	150256019	150257438	+	150256247	150257438	1191	53.169	51.256	53.977	53.918	54.266	51.174	53.238	53.231	52.176	50.832
DCLK2	2	ENSG00000170390.16_2_D	L00000296550.12	ENSG00000170390.16	chr4	150256019	150258438	+	150256247	150258438	2191	46.831	48.744	46.023	46.082	45.734	48.826	46.762	46.769	47.824	49.168
DCLRE1B	2	ENSG00000118655.7_1_P	L00000650450.2	ENSG00000118655.7	chr1	113911130	113914086	+	113912191	113914086	1895	29.509	33.39	28.25	40.458	34.188	41.798	50.284	45.778	39.821	45.127
DCLRE1B	2	ENSG00000118655.7_2_D	L00000650450.2	ENSG00000118655.7	chr1	113911130	113915086	+	113912191	113915086	2895	70.491	66.61	71.75	59.542	65.812	58.202	49.716	54.222	60.179	54.873
DCP1B	2	ENSG00000151065.14_1_D	L00000535873.2	ENSG00000151065.14	chr12	1990455	1993391	-	1990455	1993120	2665	100	100	100	100	86.398	36.418	33.118	34.027	32.208	31.27
DCP1B	2	ENSG00000151065.14_2_P	L00000535873.2	ENSG00000151065.14	chr12	1991455	1993391	-	1991455	1993120	1665	0	0	0	0	13.602	63.582	66.882	65.973	67.792	68.73
DCP2	2	ENSG00000172795.17_1_P	L00000389063.3	ENSG00000172795.17	chr5	113013320	113022195	+	113013484	113022195	8711	45.993	44.26	47.018	42.793	45.39	46.588	31.631	50.817	41.852	35.522
DCP2	2	ENSG00000172795.17_2_D	L00000389063.3	ENSG00000172795.17	chr5	113013320	113023195	+	113013484	113023195	9711	54.007	55.74	52.982	57.207	54.61	53.412	68.369	49.183	58.148	64.478
DCPS	2	ENSG00000110063.10_1_P	L00000263579.5	ENSG00000110063.10	chr11	126345346	126350005	+	126345613	126350005	4392	57.584	61.853	59.593	56.754	61.105	5.834	0	0	0	0
DCPS	2	ENSG00000110063.10_2_D	L00000263579.5	ENSG00000110063.10	chr11	126345346	126351005	+	126345613	126351005	5392	42.416	38.147	40.407	43.246	38.895	94.166	100	100	100	100
DCUN1D1	2	ENSG00000043093.15_1_D	L00000292782.9	ENSG00000043093.15	chr3	182937073	182945173	-	182937073	182945093	8020	56.749	58.992	61.309	55.914	59.876	59.827	58.555	53.492	53.875	57.816
DCUN1D1	2	ENSG00000043093.15_2_P	L00000292782.9	ENSG00000043093.15	chr3	182938073	182945173	-	182938073	182945093	7020	43.251	41.008	38.691	44.086	40.124	40.173	41.445	46.508	46.125	42.184
DCUN1D4	2	ENSG00000109184.15_1_P	L00000451288.6	ENSG00000109184.15	chr4	51913528	51916835	+	51913584	51916835	3251	46.059	47.099	44.397	43.639	44.927	42.889	48.45	47.059	46.14	43.528
DCUN1D4	2	ENSG00000109184.15_2_D	L00000451288.6	ENSG00000109184.15	chr4	51913528	51917835	+	51913584	51917835	4251	53.941	52.901	55.603	56.361	55.073	57.111	51.55	52.941	53.86	56.472
DDAH1	2	ENSG00000153904.21_1_D	L00000426972.8	ENSG00000153904.21	chr1	85317480	85321568	-	85317480	85321451	3971	58.27	61.027	56.46	52.912	61.542	60.171	59.055	58.337	60.346	57.467
DDAH1	2	ENSG00000153904.21_2_P	L00000426972.8	ENSG00000153904.21	chr1	85318480	85321568	-	85318480	85321451	2971	41.73	38.973	43.54	47.088	38.458	39.829	40.945	41.663	39.654	42.533
DDHD1	2	ENSG00000100523.16_1_D	L00000673822.2	ENSG00000100523.16	chr14	53035754	53046949	-	53035754	53046767	11013	55.16	61.15	58.213	55.277	59.194	56.941	64.375	53.988	45.836	55.326
DDHD1	2	ENSG00000100523.16_2_P	L00000673822.2	ENSG00000100523.16	chr14	53036754	53046949	-	53036754	53046767	10013	44.84	38.85	41.787	44.723	40.806	43.059	35.625	46.012	54.164	44.674
DDIT4	2	ENSG00000168209.6_1_P	L00000307365.4	ENSG00000168209.6	chr10	72274694	72276036	+	72275188	72276036	848	85.699	86.254	88.383	86.197	85.373	12.827	32.266	26.987	29.098	28.641
DDIT4	2	ENSG00000168209.6_2_D	L00000307365.4	ENSG00000168209.6	chr10	72274694	72277036	+	72275188	72277036	1848	14.301	13.746	11.617	13.803	14.627	87.173	67.734	73.013	70.902	71.359
DDOST	2	ENSG00000244038.11_1_D	L00000415136.6	ENSG00000244038.11	chr1	20650766	20652528	-	20650766	20652378	1612	8.361	13.502	8.593	10.524	10.851	54.511	55.469	54.607	54.168	52.626
DDOST	2	ENSG00000244038.11_2_P	L00000415136.6	ENSG00000244038.11	chr1	20651766	20652528	-	20651766	20652378	612	91.639	86.498	91.407	89.476	89.149	45.489	44.531	45.393	45.832	47.374
DDR1	2	ENSG00000204580.13_1_P	L00000324771.12	ENSG00000204580.13	chr6	30899155	30900154	+	30899296	30900154	858	55.726	52.497	51.088	52.119	51.955	55.207	50.876	49.437	50.217	53.223
DDR1	2	ENSG00000204580.13_2_D	L00000324771.12	ENSG00000204580.13	chr6	30899155	30901154	+	30899296	30901154	1858	44.274	47.503	48.912	47.881	48.045	44.793	49.124	50.563	49.783	46.777
DDRGK1	2	ENSG00000198171.13_1_D	L00000354488.8	ENSG00000198171.13	chr20	3189349	3190819	-	3189349	3190652	1303	33.489	33.039	32.693	32.04	31.997	30.574	35.261	36.037	32.347	34.225
DDRGK1	2	ENSG00000198171.13_2_P	L00000354488.8	ENSG00000198171.13	chr20	3190349	3190819	-	3190349	3190652	303	66.511	66.961	67.307	67.96	68.003	69.426	64.739	63.963	67.653	65.775
DDX11	2	ENSG00000013573.17_1_P	L00000542838.6	ENSG00000013573.17	chr12	31103806	31104799	+	31103836	31104799	963	48.387	51.012	48.696	49.256	47.28	47.332	42.508	47.227	58.106	37.779
DDX11	2	ENSG00000013573.17_2_D	L00000542838.6	ENSG00000013573.17	chr12	31103806	31105799	+	31103836	31105799	1963	51.613	48.988	51.304	50.744	52.72	52.668	57.492	52.773	41.894	62.221
DDX21	2	ENSG00000165732.13_1_P	L00000620315.1	ENSG00000165732.13	chr10	68982542	68985067	+	68982812	68985067	2255	38.35	44.317	45.335	46.396	49.723	43.619	43.147	44.536	42.117	45.333
DDX21	2	ENSG00000165732.13_2_D	L00000620315.1	ENSG00000165732.13	chr10	68982542	68986067	+	68982812	68986067	3255	61.65	55.683	54.665	53.604	50.277	56.381	56.853	55.464	57.883	54.667
DDX31	2	ENSG00000125485.17_1_D	L00000372159.7	ENSG00000125485.17	chr9	132591996	132595112	-	132591996	132594865	2869	64.788	65.495	64.279	65.523	65.693	22.069	24.815	25.311	23.508	22.607
DDX31	2	ENSG00000125485.17_2_P	L00000372159.7	ENSG00000125485.17	chr9	132592996	132595112	-	132592996	132594865	1869	35.212	34.505	35.721	34.477	34.307	77.931	75.185	74.689	76.492	77.393
DDX39B	2	ENSG00000198563.14_1_D	L00000458640.5	ENSG00000198563.14	chr6	31529218	31530450	-	31529218	31530433	1215	30.375	29.417	28.965	33.565	28.621	13.188	13.508	15.166	14.15	14.109
DDX39B	2	ENSG00000198563.14_2_P	L00000458640.5	ENSG00000198563.14	chr6	31530218	31530450	-	31530218	31530433	215	69.625	70.583	71.035	66.435	71.379	86.812	86.492	84.834	85.85	85.891
DDX3Y	2	ENSG00000067048.17_1_P	L00000336079.8	ENSG00000067048.17	chrY	12918042	12920478	+	12918122	12920478	2356	52.698	49.139	51.242	34.611	53.374	43.209	43.667	46.246	50.471	50.939
DDX3Y	2	ENSG00000067048.17_2_D	L00000336079.8	ENSG00000067048.17	chrY	12918042	12921478	+	12918122	12921478	3356	47.302	50.861	48.758	65.389	46.626	56.791	56.333	53.754	49.529	49.061
DDX4	2	ENSG00000152670.19_1_P	L00000505374.6	ENSG00000152670.19	chr5	55816462	55817157	+	55816540	55817157	617	47.563	42.252	26.872	24.624	30.733	79.051	76.152	80.559	78.829	77.58
DDX4	2	ENSG00000152670.19_2_D	L00000505374.6	ENSG00000152670.19	chr5	55816462	55818157	+	55816540	55818157	1617	52.437	57.748	73.128	75.376	69.267	20.949	23.848	19.441	21.171	22.42
DDX42	2	ENSG00000198231.13_1_P	L00000578681.5	ENSG00000198231.13	chr17	63817693	63819317	+	63818398	63819317	919	71.731	71.665	72.007	69.958	71.626	0	33.73	15.876	24.317	30.963
DDX42	2	ENSG00000198231.13_2_D	L00000578681.5	ENSG00000198231.13	chr17	63817693	63820317	+	63818398	63820317	1919	28.269	28.335	27.993	30.042	28.374	100	66.27	84.124	75.683	69.037
DDX53	2	ENSG00000184735.7_1_P	L00000327968.7	ENSG00000184735.7	chrX	22999959	23003589	+	23001953	23003589	1636	79.194	68.649	77.115	77.647	77.376	0	0	0	0	0
DDX53	2	ENSG00000184735.7_2_D	L00000327968.7	ENSG00000184735.7	chrX	22999959	23004589	+	23001953	23004589	2636	20.806	31.351	22.885	22.353	22.624	100	100	100	100	100
DDX54	2	ENSG00000123064.13_1_D	L00000314045.11	ENSG00000123064.13	chr12	113156173	113159112	-	113156173	113158876	2703	55.202	53.346	53.546	56.659	56.419	52.135	58.63	51.83	50.931	55.097
DDX54	2	ENSG00000123064.13_2_P	L00000314045.11	ENSG00000123064.13	chr12	113157173	113159112	-	113157173	113158876	1703	44.798	46.654	46.454	43.341	43.581	47.865	41.37	48.17	49.069	44.903
DDX56	2	ENSG00000136271.11_1_D	L00000258772.10	ENSG00000136271.11	chr7	44564803	44566079	-	44564803	44566001	1198	30.795	21.809	49.095	44.014	23.467	28.482	30.203	31.436	29.189	31.074
DDX56	2	ENSG00000136271.11_2_P	L00000258772.10	ENSG00000136271.11	chr7	44565803	44566079	-	44565803	44566001	198	69.205	78.191	50.905	55.986	76.533	71.518	69.797	68.564	70.811	68.926
DDX60L	2	ENSG00000181381.14_1_D	L00000511577.5	ENSG00000181381.14	chr4	168355734	168358276	-	168355734	168358146	2412	76.956	83.289	100	100	100	21.922	19.943	20.221	19.079	24.412
DDX60L	2	ENSG00000181381.14_2_P	L00000511577.5	ENSG00000181381.14	chr4	168356734	168358276	-	168356734	168358146	1412	23.044	16.711	0	0	0	78.078	80.057	79.779	80.921	75.588
DEFA1	2	ENSG00000206047.2_1_D	L00000382692.2	ENSG00000206047.2	chr8	6976649	6977879	-	6976649	6977769	1120	0.888	0.702	1.916	1.799	0.986	30.582	28.616	34.242	31.005	29.365
DEFA1	2	ENSG00000206047.2_2_P	L00000382692.2	ENSG00000206047.2	chr8	6977649	6977879	-	6977649	6977769	120	99.112	99.298	98.084	98.201	99.014	69.418	71.384	65.758	68.995	70.635
DEFA1B	2	ENSG00000240247.7_1_D	L00000382689.7	ENSG00000240247.7	chr8	6995765	6996996	-	6995765	6996886	1121	100	100	100	100	100	100	100	100	100	100
DEFA1B	2	ENSG00000240247.7_2_P	L00000382689.7	ENSG00000240247.7	chr8	6996765	6996996	-	6996765	6996886	121	0	0	0	0	0	0	0	0	0	0
DEFA3	2	ENSG00000239839.7_1_D	L00000327857.7	ENSG00000239839.7	chr8	7014868	7016099	-	7014868	7015989	1121	9.97	5.784	7.763	5.154	6.121	37.496	33.129	34.725	34.549	33.651
